id,label,family,title,source,cccs_type,status,statement,parameter_values,gc_discussion,profile_note
ac-16.9,AC-16(9),AC,Attribute reassignment — regrading mechanisms,NIST SP 800-53 Rev. 5.2.0,control,,Change security and privacy attributes associated with information only via regrading mechanisms validated using [Assignment: organization-defined techniques or procedures].,,,
ac-16.10,AC-16(10),AC,Attribute configuration by authorized individuals,NIST SP 800-53 Rev. 5.2.0,control,,Provide authorized individuals the capability to define or change the type and value of security and privacy attributes available for association with subjects and objects.,,,
ac-17,AC-17,AC,Remote access,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish and document usage restrictions, configuration/connection requirements, and implementation guidance for each type of remote access allowed
B. Authorize each type of remote access to the system prior to allowing such connections",,"The organization ensures that all employees working off-site safeguard information as per the minimum requirements in accordance with the TBS Directive on Security Management, Appendix C: Mandatory Procedures for Physical Security Control.",
ac-17.1,AC-17(1),AC,Monitoring and control,NIST SP 800-53 Rev. 5.2.0,control,,Employ automated mechanisms to monitor and control remote access methods.,,,
ac-17.2,AC-17(2),AC,Protection of confidentiality and integrity using encryption,NIST SP 800-53 Rev. 5.2.0,control,,Implement cryptographic mechanisms to protect the confidentiality and integrity of remote access sessions.,,,
ac-17.3,AC-17(3),AC,Managed access control points,NIST SP 800-53 Rev. 5.2.0,control,,Route remote accesses through authorized and managed network access control points.,,GC departments and agencies consider the secure remote access infrastructure provided by Shared Services Canada for external network connections.,
ac-17.4,AC-17(4),AC,Privileged commands and access,NIST SP 800-53 Rev. 5.2.0,control,,"a. Authorize the execution of privileged commands and access to security-relevant information via remote access only in a format that provides trustworthy evidence and for the following needs: [Assignment: organization-defined needs]
b. Document the rationale for remote access in the security plan for the system",,,
ac-17.5,AC-17(5),AC,Monitoring for Unauthorized Connections,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-17.6,AC-17(6),AC,Protection of mechanism information,NIST SP 800-53 Rev. 5.2.0,control,,Protect information about remote access mechanisms from unauthorized use and disclosure.,,,
ac-17.7,AC-17(7),AC,Additional Protection for Security Function Access,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-17.8,AC-17(8),AC,Disable Nonsecure Network Protocols,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-17.9,AC-17(9),AC,Disconnect or disable access,NIST SP 800-53 Rev. 5.2.0,control,,Provide the capability to disconnect or disable remote access to the system within [Assignment: organization-defined time period].,,,
ac-17.10,AC-17(10),AC,Authenticate remote commands,NIST SP 800-53 Rev. 5.2.0,control,,Implement [Assignment: organization-defined mechanisms] to authenticate [Assignment: organization-defined remote commands].,,,
ac-17.400,AC-17(400),AC,Privileged accounts remote access,CCCS,control,,Remote access to privileged accounts is done from dedicated management consoles only.,,,
ac-18,AC-18,AC,Wireless access,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish configuration requirements, connection requirements, and implementation guidance for each type of wireless access
B. Authorize each type of wireless access to the system prior to allowing such connections",,,
ac-18.1,AC-18(1),AC,Authentication and encryption,NIST SP 800-53 Rev. 5.2.0,control,,Protect wireless access to the system using authentication of [Selection (1 or more): users; devices] and encryption.,,,
ac-18.2,AC-18(2),AC,Monitoring Unauthorized Connections,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-18.3,AC-18(3),AC,Disable wireless networking,NIST SP 800-53 Rev. 5.2.0,control,,"Disable, when not intended for use, wireless networking capabilities embedded within system components prior to issuance and deployment.",,,
ac-18.4,AC-18(4),AC,Restrict configurations by users,NIST SP 800-53 Rev. 5.2.0,control,,Identify and explicitly authorize users allowed to independently configure wireless networking capabilities.,,,
ac-18.5,AC-18(5),AC,Antennas and transmission power levels,NIST SP 800-53 Rev. 5.2.0,control,,Select radio antennas and calibrate transmission power levels to reduce the probability that signals from wireless access points can be received outside of organization-controlled boundaries.,,,
ac-19,AC-19,AC,Access control for mobile devices,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas
B. Authorize the connection of mobile devices to organizational systems",,,
ac-19.1,AC-19(1),AC,Use of Writable and Portable Storage Devices,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-19.2,AC-19(2),AC,Use of Personally Owned Portable Storage Devices,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-19.3,AC-19(3),AC,Use of Portable Storage Devices with No Identifiable Owner,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
ac-19.4,AC-19(4),AC,Restrictions for classified information,NIST SP 800-53 Rev. 5.2.0,control,,"a. Prohibit the use of unclassified mobile devices in facilities containing systems processing, storing, or transmitting classified information unless specifically permitted by the authorizing official
b. Enforce the following restrictions on individuals permitted by the authorizing official to use unclassified mobile devices in facilities containing systems processing, storing, or transmitting classified information
1) connection of unclassified mobile devices to classified systems is prohibited
2) connection of unclassified mobile devices to unclassified systems requires approval from the authorizing official
3) use of internal or external modems or wireless interfaces within the unclassified mobile devices is prohibited
4) unclassified mobile devices and the information stored on those devices are subject to random reviews and inspections by [Assignment: organization-defined security officials], and if classified information is found, the incident handling policy is followed
   c. Restrict the connection of classified mobile devices to classified systems in accordance with [Assignment: organization-defined security policies]",,,
ac-19.5,AC-19(5),AC,Full device or container-based encryption,NIST SP 800-53 Rev. 5.2.0,control,,Employ [Selection: full-device encryption; container-based encryption] to protect the confidentiality and integrity of information on [Assignment: organization-defined mobile devices].,,,
